Subject,List,Nominal SP,word,Freq,Trialtype,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,OUTPUT ORDER,Correct,Rehearsals,Last RS,item-item,Kahana lag,Last R lag,GroupLastR,Group #R,fSP,Kahana lag+/-5,
15,3,8,GIST,LOW,m,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,5,,
15,3,9,HEAD,HIGH,m,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,7,,
15,3,11,PLANE,HIGH,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,9,,
15,3,13,RANGE,HIGH,m,,,,,,,,,,,,,1,1,,,,0,2,14,,,,13-14,1-2,11,,
15,3,14,FEAST,LOW,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,10,,
15,3,16,BLUE,HIGH,m,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,15,,
15,4,2,CHINK,LOW,m,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,,,,15-16,5+,15,,
15,4,1,MINCE,LOW,m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16,16,LOWLOW,-1,0,15-16,5+,16,-1,
15,4,4,EARTH,HIGH,m,,,,1,1,1,1,1,1,1,1,1,,,,,3,1,9,12,LOWHIGH,3,-4,11-12,5+,9,3,
15,4,3,BELLE,LOW,m,,,1,1,,1,1,,1,1,1,1,1,1,,,4,1,10,14,HIGHLOW,-1,2,13-14,5+,11,-1,
15,4,13,HOE,LOW,m,,,,,,,,,,,,,1,,,,5,1,1,13,LOWLOW,10,-1,13-14,1-2,10,,
15,4,5,FIELD,HIGH,m,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,1,,
15,4,6,CENT,HIGH,m,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,2,,
15,4,7,GREED,LOW,m,,,,,,,1,1,,,,,,,,,,0,2,8,,,,1-8,1-2,4,,
15,4,8,HEALTH,HIGH,m,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,3,,
15,4,9,SOUND,HIGH,m,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,5,,
15,4,10,COURT,HIGH,m,,,,,,,,,,1,1,,,,,,,0,2,11,,,,11-12,1-2,7,,
15,4,11,LAIR,LOW,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,6,,
15,4,12,VET,LOW,m,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,8,,
15,4,14,BOOK,HIGH,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,12,,
15,4,15,WALL,HIGH,m,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,13,,
15,4,16,BARB,LOW,m,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,14,,
15,5,16,BLACK,HIGH,m,,,,,,,,,,,,,,,,1,1,1,1,16,,,,15-16,1-2,15,,
15,5,3,GNAT,LOW,m,,,1,1,1,1,,,1,1,1,1,1,1,1,,2,1,11,15,HIGHLOW,-13,-1,15-16,5+,14,,
15,5,5,COST,HIGH,m,,,,,1,1,,1,,1,1,1,1,1,1,,3,1,9,15,LOWHIGH,2,0,15-16,5+,12,2,
15,5,4,LOVE,HIGH,m,,,,1,1,1,1,1,,1,1,1,1,1,1,,4,1,11,15,HIGHHIGH,-1,0,15-16,5+,13,-1,
15,5,6,RAM,LOW,m,,,,,,1,1,,1,,,,,,,,5,1,3,9,HIGHLOW,2,-6,9-10,3-4,5,2,
15,5,15,WAD,LOW,m,,,,,,,,,,,,,,,1,1,6,1,2,16,LOWLOW,9,7,15-16,1-2,16,,
15,5,1,LISP,LOW,m,1,1,,,,,,,,,,,,,,,,0,2,2,,,,1-8,1-2,1,,
15,5,2,JOB,HIGH,m,,1,1,1,1,1,1,1,,,,,,,,,,0,7,8,,,,1-8,5+,4,,
15,5,7,GROUP,HIGH,m,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,2,,
15,5,8,POUCH,LOW,m,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,3,,
15,5,9,LOON,LOW,m,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,6,,
15,5,10,SENSE,HIGH,m,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,7,,
15,5,11,SLEAVE,LOW,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,8,,
15,5,12,CHURCH,HIGH,m,,,,,,,,,,,,1,,1,,,,0,2,14,,,,13-14,1-2,10,,
15,5,13,WATT,LOW,m,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,9,,
15,5,14,LINE,HIGH,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,11,,
15,6,1,SQUINT,LOW,l,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,,,,15-16,5+,16,,
15,6,12,VAULT,LOW,l,,,,,,,,,,,,1,1,,1,,2,1,3,15,LOWLOW,11,-1,15-16,3-4,12,,
15,6,7,SKULL,LOW,l,,,,,,,1,1,1,1,,1,,1,,1,3,1,7,16,LOWLOW,-5,1,15-16,5+,15,-5,
15,6,2,SOOT,LOW,l,,1,,,,,,,,,,,,,,,,0,1,2,,,,1-8,1-2,1,,
15,6,3,PALL,LOW,l,,,1,1,1,,,,,,,,,,,,,0,3,5,,,,1-8,3-4,3,,
15,6,4,CUBE,LOW,l,,,,1,1,,,,,,,,,,,,,0,2,5,,,,1-8,1-2,2,,
15,6,5,MASH,LOW,l,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,4,,
15,6,6,PLAIT,LOW,l,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,5,,
15,6,8,MAIZE,LOW,l,,,,,,,,1,1,,,,,,,,,0,2,9,,,,9-10,1-2,6,,
15,6,9,OAT,LOW,l,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,7,,
15,6,10,CYST,LOW,l,,,,,,,,,,1,1,,,,,,,0,2,11,,,,11-12,1-2,8,,
15,6,11,TRANCE,LOW,l,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,9,,
15,6,13,PEG,LOW,l,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,10,,
15,6,14,TWIG,LOW,l,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,11,,
15,6,15,SLIME,LOW,l,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,13,,
15,6,16,PANE,LOW,l,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,14,,
15,7,16,HEART,HIGH,m,,,,,,,,,,,,,,,,1,1,1,1,16,,,,15-16,1-2,14,,
15,7,1,SOUTH,HIGH,m,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,15,16,HIGHHIGH,-15,0,15-16,5+,15,,
15,7,8,JUST,HIGH,m,,,,,,,,1,1,1,,,1,1,1,1,3,1,7,16,HIGHHIGH,7,0,15-16,5+,13,,
15,7,3,PLACE,HIGH,m,,,1,1,1,1,1,1,1,1,1,1,,1,,1,4,1,12,16,HIGHHIGH,-5,0,15-16,5+,16,-5,
15,7,2,CRUMB,LOW,m,,1,1,1,,,,,,,,,,,,,,0,3,4,,,,1-8,3-4,1,,
15,7,4,LAND,HIGH,m,,,,1,,,,,,,,,,,,,,0,1,4,,,,1-8,1-2,2,,
15,7,5,BARD,LOW,m,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,3,,
15,7,6,BRAWL,LOW,m,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,4,,
15,7,7,OUNCE,LOW,m,,,,,,,1,1,,,,,,,,,,0,2,8,,,,1-8,1-2,5,,
15,7,9,TAX,HIGH,m,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,6,,
15,7,10,LARD,LOW,m,,,,,,,,,,1,1,,,,,,,0,2,11,,,,11-12,1-2,7,,
15,7,11,NEWS,HIGH,m,,,,,,,,,,,1,1,1,,,,,0,3,13,,,,13-14,3-4,9,,
15,7,12,FILTH,LOW,m,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,8,,
15,7,13,THOUGHT,HIGH,m,,,,,,,,,,,,,1,,1,,,0,2,15,,,,15-16,1-2,11,,
15,7,14,MITE,LOW,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,10,,
15,7,15,SAGE,LOW,m,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,12,,
15,8,3,WEST,HIGH,h,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,16,,,,15-16,5+,15,,
15,8,12,BILL,HIGH,h,,,,,,,,,,,,1,1,1,1,1,2,1,5,16,HIGHHIGH,9,0,15-16,5+,11,,
15,8,4,GAME,HIGH,h,,,,1,1,1,1,,1,1,1,,,1,1,1,3,1,10,16,HIGHHIGH,-8,0,15-16,5+,14,,
15,8,1,CHANCE,HIGH,h,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,4,1,15,16,HIGHHIGH,-3,0,15-16,5+,13,-3,
15,8,2,MASS,HIGH,h,,1,1,1,,,,,,,,,,,,,,0,3,4,,,,1-8,3-4,1,,
15,8,5,GOD,HIGH,h,,,,,1,1,1,1,,,,,,,,,,0,4,8,,,,1-8,3-4,3,,
15,8,6,CLAY,HIGH,h,,,,,,1,1,,,,,,,,,,,0,2,7,,,,1-8,1-2,2,,
15,8,7,SIZE,HIGH,h,,,,,,,1,,,,,1,1,1,1,,,0,5,15,,,,15-16,5+,10,,
15,8,8,SQUARE,HIGH,h,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,4,,
15,8,9,HOUSE,HIGH,h,,,,,,,,,1,1,,,,,,,,0,2,10,,,,9-10,1-2,6,,
15,8,10,TIME,HIGH,h,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,5,,
15,8,11,WIFE,HIGH,h,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,7,,
15,8,13,TOWN,HIGH,h,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,8,,
15,8,14,NOTE,HIGH,h,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,9,,
15,8,15,LEFT,HIGH,h,,,,,,,,,,,,,,,1,1,,0,2,16,,,,15-16,1-2,12,,
15,8,16,STOCK,HIGH,h,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,16,,
15,9,4,PEW,LOW,m,,,,,,,,,,,,,,,,,1,1,0,0,,,,1-8,1-2,3,,
15,9,1,KINK,LOW,m,1,1,1,1,1,1,,,,1,,,,,1,1,2,1,9,16,LOWLOW,-3,16,15-16,5+,15,-3,
15,9,2,FLEECE,LOW,m,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,3,1,14,16,LOWLOW,1,0,15-16,5+,16,1,
15,9,3,CARE,HIGH,m,,,1,1,1,1,1,1,1,,,1,,,,,5,1,8,12,LOWHIGH,1,-4,11-12,5+,10,1,
15,9,5,RIGHT,HIGH,m,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,4,,
15,9,6,CAR,HIGH,m,,,,,,,,,,,,,,,,,,0,0,0,,,,1-8,1-2,1,,
15,9,7,FLUE,LOW,m,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,5,,
15,9,8,VOICE,HIGH,m,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,6,,
15,9,9,STATE,HIGH,m,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,7,,
15,9,10,DENT,LOW,m,,,,,,,,,,1,1,,,,,,,0,2,11,,,,11-12,1-2,9,,
15,9,11,FOAL,LOW,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,8,,
15,9,12,GERM,LOW,m,,,,,,,,,,,,1,1,1,,,,0,3,14,,,,13-14,3-4,12,,
15,9,13,EIGHT,HIGH,m,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,11,,
15,9,14,TOP,HIGH,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,13,,
15,9,15,MOTH,LOW,m,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,14,,
15,9,16,FEAR,HIGH,m,,,,,,,,,,,,,,,,,,0,0,0,,,,1-8,1-2,2,,
15,10,16,HAIR,HIGH,h,,,,,,,,,,,,,,,,1,1,1,1,16,,,,15-16,1-2,15,,
15,10,5,BALL,HIGH,h,,,,,1,1,1,,,1,1,1,1,1,1,1,2,1,10,16,HIGHHIGH,-11,0,15-16,5+,14,,
15,10,3,STEP,HIGH,h,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,14,16,HIGHHIGH,-2,0,15-16,5+,11,-2,
15,10,1,STAGE,HIGH,h,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,17,16,HIGHHIGH,-2,0,15-16,5+,12,-2,
15,10,2,GIRL,HIGH,h,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,15,16,HIGHHIGH,1,0,15-16,5+,16,1,
15,10,4,COURSE,HIGH,h,,,,1,,,,,,,,,,,,,,0,1,4,,,,1-8,1-2,2,,
15,10,6,GROWTH,HIGH,h,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,3,,
15,10,7,ROAD,HIGH,h,,,,,,,1,1,1,,1,1,1,1,,,,0,7,14,,,,13-14,5+,9,,
15,10,8,PLAN,HIGH,h,,,,,,,,,,,,,,,,,,0,0,0,,,,1-8,1-2,1,,
15,10,9,CHILD,HIGH,h,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,4,,
15,10,10,CLUB,HIGH,h,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,5,,
15,10,11,EYE,HIGH,h,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,6,,
15,10,12,PART,HIGH,h,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,7,,
15,10,13,YEAR,HIGH,h,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,8,,
15,10,14,STAFF,HIGH,h,,,,,,,,,,,,,,1,1,,,0,2,15,,,,15-16,1-2,10,,
15,10,15,SCENE,HIGH,h,,,,,,,,,,,,,,,1,1,,0,2,16,,,,15-16,1-2,13,,
15,11,1,CHIEF,HIGH,m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,,,,15-16,5+,12,,
15,11,7,PUP,LOW,m,,,,,,,1,1,1,1,1,1,1,1,1,1,2,1,10,16,HIGHLOW,6,0,15-16,5+,13,,
15,11,11,AGE,HIGH,m,,,,,,,,,,,1,1,1,1,1,1,3,1,6,16,LOWHIGH,4,0,15-16,5+,16,4,
15,11,13,SCORN,LOW,m,,,,,,,,,,,,,1,1,1,1,5,1,4,16,HIGHLOW,2,0,15-16,3-4,15,2,
15,11,2,SIDE,HIGH,m,,1,1,1,,,,,,,,,,,,,,0,3,4,,,,1-8,3-4,1,,
15,11,3,LODE,LOW,m,,,1,1,1,1,1,1,,,,,,,,,,0,6,8,,,,1-8,5+,4,,
15,11,4,STUNT,LOW,m,,,,1,1,1,,,,,,,,,,,,0,3,6,,,,1-8,3-4,2,,
15,11,5,SPREE,LOW,m,,,,,1,1,,,,,,,,,,,,0,2,6,,,,1-8,1-2,3,,
15,11,6,SPACE,HIGH,m,,,,,,1,1,1,1,1,,,,,,,,0,5,10,,,,9-10,5+,8,,
15,11,8,NIGHT,HIGH,m,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,5,,
15,11,9,WOMB,LOW,m,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,6,,
15,11,10,HUE,LOW,m,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,7,,
15,11,12,TEETH,HIGH,m,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,9,,
15,11,14,RATE,HIGH,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,10,,
15,11,15,MOUTH,HIGH,m,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,11,,
15,11,16,SHALE,LOW,m,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,14,,
15,12,15,SPRING,HIGH,h,,,,,,,,,,,,,,,1,1,1,1,2,16,,,,15-16,1-2,15,,
15,12,12,WAY,HIGH,h,,,,,,,,,,,,1,1,1,1,1,2,1,5,16,HIGHHIGH,-3,0,15-16,5+,14,-3,
15,12,14,FLOOR,HIGH,h,,,,,,,,,,,,,,1,1,1,5,1,3,16,HIGHHIGH,2,0,15-16,3-4,16,2,
15,12,2,WORK,HIGH,h,,1,1,1,1,1,1,1,1,,,,,,,,6,1,8,9,HIGHHIGH,-12,-7,9-10,5+,9,,
15,12,1,THING,HIGH,h,1,1,1,1,1,,,,,,,,,,,,,0,5,5,,,,1-8,5+,3,,
15,12,3,FOOD,HIGH,h,,,1,1,,,,,,,,,,,,,,0,2,4,,,,1-8,1-2,2,,
15,12,4,PAST,HIGH,h,,,,1,,,,,,,,,,,,,,0,1,4,,,,1-8,1-2,1,,
15,12,5,BOARD,HIGH,h,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,4,,
15,12,6,HORSE,HIGH,h,,,,,,1,1,1,,,,,,,,,,0,3,8,,,,1-8,3-4,6,,
15,12,7,ART,HIGH,h,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,5,,
15,12,8,HOPE,HIGH,h,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,7,,
15,12,9,WORLD,HIGH,h,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,8,,
15,12,10,OLD,HIGH,h,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,10,,
15,12,11,SON,HIGH,h,,,,,,,,,,,1,1,1,1,,,,0,4,14,,,,13-14,3-4,12,,
15,12,13,LAW,HIGH,h,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,11,,
15,12,16,ROLE,HIGH,h,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,13,,
15,13,13,CLOAK,LOW,l,,,,,,,,,,,,,1,1,,,1,1,2,14,,,,13-14,1-2,13,,
15,13,14,NYMPH,LOW,l,,,,,,,,,,,,,,1,1,,2,1,2,15,LOWLOW,1,1,15-16,1-2,14,1,
15,13,8,PRONG,LOW,l,,,,,,,,1,1,,,,,,,,5,1,2,9,LOWLOW,-6,-6,9-10,1-2,8,,
15,13,1,TROUPE,LOW,l,1,1,1,1,1,1,,,,,,,,,,,,0,6,6,,,,1-8,5+,4,,
15,13,2,CASTE,LOW,l,,1,1,1,1,,,,,,,,,,,,,0,4,5,,,,1-8,3-4,3,,
15,13,3,FLARE,LOW,l,,,1,1,,,,,,,,,,,,,,0,2,4,,,,1-8,1-2,1,,
15,13,4,STUMP,LOW,l,,,,1,,,,,,,,,,,,,,0,1,4,,,,1-8,1-2,2,,
15,13,5,SCAB,LOW,l,,,,,1,1,1,,,,,,,,,,,0,3,7,,,,1-8,3-4,6,,
15,13,6,PLAICE,LOW,l,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,5,,
15,13,7,CHUTE,LOW,l,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,7,,
15,13,9,CRANK,LOW,l,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,9,,
15,13,10,TOAD,LOW,l,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,10,,
15,13,11,ROGUE,LOW,l,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,11,,
15,13,12,COWL,LOW,l,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,12,,
15,13,15,STUB,LOW,l,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,15,,
15,13,16,CRYPT,LOW,l,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,16,,
15,14,5,BED,HIGH,m,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,11,16,,,,15-16,5+,16,,
15,14,1,RACE,HIGH,m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16,16,HIGHHIGH,-4,0,15-16,5+,15,-4,
15,14,8,LICE,LOW,m,,,,,,,,1,1,1,1,1,,1,1,1,4,1,8,16,HIGHLOW,7,0,15-16,5+,13,,
15,14,14,FRONT,HIGH,m,,,,,,,,,,,,,,1,1,1,5,1,3,16,LOWHIGH,6,0,15-16,3-4,14,,
15,14,2,SLANG,LOW,m,,1,1,1,,,,,,,,,,,,,,0,3,4,,,,1-8,3-4,1,,
15,14,3,WAND,LOW,m,,,1,1,1,,,,,,,,,,,,,0,3,5,,,,1-8,3-4,2,,
15,14,4,WELL,HIGH,m,,,,1,1,,,,,,,,,,,,,0,2,5,,,,1-8,1-2,3,,
15,14,6,ARK,LOW,m,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,4,,
15,14,7,LIFE,HIGH,m,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,5,,
15,14,9,VIEW,HIGH,m,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,6,,
15,14,10,CROOK,LOW,m,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,7,,
15,14,11,EWE,LOW,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,8,,
15,14,12,LENGTH,HIGH,m,,,,,,,,,,,,1,1,,,,,0,2,13,,,,13-14,1-2,10,,
15,14,13,RUNG,LOW,m,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,9,,
15,14,15,MAN,HIGH,m,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,11,,
15,14,16,PAIL,LOW,m,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,12,,
15,15,7,EAST,HIGH,h,,,,,,,1,1,1,1,1,,,,1,,1,1,6,15,,,,15-16,5+,11,,
15,15,2,WEEK,HIGH,h,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,3,1,13,16,HIGHHIGH,-5,1,15-16,5+,16,-5,
15,15,1,END,HIGH,h,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,4,1,14,16,HIGHHIGH,-1,0,15-16,5+,13,-1,
15,15,4,ROOM,HIGH,h,,,,1,1,,1,1,1,1,,,,1,,,5,1,7,14,HIGHHIGH,3,-2,13-14,5+,9,3,
15,15,8,BLOOD,HIGH,h,,,,,,,,1,1,1,1,1,1,1,1,1,6,1,9,16,HIGHHIGH,4,2,15-16,5+,15,4,
15,15,3,AIR,HIGH,h,,,1,1,1,1,,,,,,,,,,,,0,4,6,,,,1-8,3-4,1,,
15,15,5,FARM,HIGH,h,,,,,1,1,1,1,1,1,,,,,,,,0,6,10,,,,9-10,5+,4,,
15,15,6,GUN,HIGH,h,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,2,,
15,15,9,SUN,HIGH,h,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,3,,
15,15,10,HALL,HIGH,h,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,5,,
15,15,11,FRIEND,HIGH,h,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,6,,
15,15,12,GROUND,HIGH,h,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,7,,
15,15,13,BACK,HIGH,h,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,8,,
15,15,14,DEATH,HIGH,h,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,10,,
15,15,15,HAND,HIGH,h,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,12,,
15,15,16,NAME,HIGH,h,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,14,,
15,16,2,FRIAR,LOW,l,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,,,,15-16,5+,16,,
15,16,10,THUD,LOW,l,,,,,,,,,,1,1,1,,,1,1,2,1,5,16,LOWLOW,8,0,15-16,5+,12,,
15,16,1,NOUN,LOW,l,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,3,1,15,16,LOWLOW,-9,0,15-16,5+,15,,
15,16,8,VERB,LOW,l,,,,,,,,1,1,1,1,1,,1,,1,4,1,7,16,LOWLOW,7,0,15-16,5+,14,,
15,16,3,PROW,LOW,l,,,1,,,,,,,,,,,,,,,0,1,3,,,,1-8,1-2,1,,
15,16,4,BEAK,LOW,l,,,,1,1,,,,,,,,,,,,,0,2,5,,,,1-8,1-2,3,,
15,16,5,SPOOL,LOW,l,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,2,,
15,16,6,ELF,LOW,l,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,4,,
15,16,7,STAIR,LOW,l,,,,,,,1,1,,,,,,,,,,0,2,8,,,,1-8,1-2,5,,
15,16,9,PORE,LOW,l,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,6,,
15,16,11,FLAX,LOW,l,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,7,,
15,16,12,MOAT,LOW,l,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,8,,
15,16,13,HUSH,LOW,l,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,9,,
15,16,14,RHYME,LOW,l,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,10,,
15,16,15,DIRGE,LOW,l,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,11,,
15,16,16,STILE,LOW,l,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,13,,
16,1,1,HAIR,HIGH,m,1,,,1,1,1,1,,,,,,,,,,1,1,5,7,,,,1-8,5+,7,,
16,1,14,ELF,LOW,m,,,,,,,,,,,,,,1,,,2,1,1,14,HIGHLOW,13,7,13-14,1-2,14,,
16,1,2,LOVE,HIGH,m,,1,,1,1,1,1,,,,,,,,,,3,1,5,7,LOWHIGH,-12,-7,1-8,5+,5,,
16,1,13,WISH,HIGH,m,,,,,,,,,,,,,1,,,,4,1,1,13,HIGHHIGH,11,6,13-14,1-2,13,,
16,1,11,LEFT,HIGH,m,,,,,,,,,,,1,1,,,,,5,1,2,12,HIGHHIGH,-2,-1,11-12,1-2,10,-2,
16,1,10,HUMP,LOW,m,,,,,,,,,,1,,1,,,,,6,1,2,12,HIGHLOW,-1,0,11-12,1-2,12,-1,
16,1,12,ROAD,HIGH,m,,,,,,,,,,,,2,,,,,7,1,2,12,LOWHIGH,2,0,11-12,1-2,11,2,
16,1,15,BERTH,LOW,m,,,,,,,,,,,,,,,1,,9,1,1,15,HIGHLOW,3,3,15-16,1-2,15,3,
16,1,5,LOON,LOW,m,,,,,2,1,1,,,,,,,,,,10,1,4,7,LOWLOW,-10,-8,1-8,3-4,4,,
16,1,8,SON,HIGH,m,,,,,,,,1,,,,,,,,,11,1,1,8,LOWHIGH,3,1,1-8,1-2,8,3,
16,1,3,MOTH,LOW,m,,,1,1,1,1,,,,,,,,,,,,0,4,6,,,,1-8,3-4,3,,
16,1,4,STAIR,LOW,m,,,,2,1,1,,,,,,,,,,,,0,4,6,,,,1-8,3-4,2,,
