,composition,duration,freq,list,onset,procedure,sp,stim1,stim2,subject,trial,testtype,epiname,reduce_wm,stim1.semB,stim1.semA,list.semB,list.semA,stim2.semB,stim2.semA,epiA,epiB,retrievedName,sameNode,relatedNode,wmSpent,epiS,wmAvailable,acc_pred,acc,experiment
93,Mixed LLLHHH,500,HF,context4,143.001,test,4,nan,position_4,1,10,,nan.context4.position_4.,False,0.99,0.99,1.0,1.0,0.9933473876672038,1.0,0.5720496865174591,0.3238767894066475,department.context4.position_4.,False,True,0.17970038565072746,0.0,1.0145826744467994,0.43213175640413104,0.41,1.0
94,Mixed LLLHHH,500,HF,context4,143.501,test,5,nan,position_5,1,11,,nan.context4.position_5.,False,0.99,0.99,1.0,1.0,0.9931240905239087,1.0,0.5082900355806472,0.30228324305217613,times.context4.position_5.,False,True,0.18658735050680791,0.0,1.053472376686697,0.37646545200724413,0.34,1.0
95,Mixed LLLHHH,500,HF,context4,144.001,test,6,nan,position_6,1,12,,nan.context4.position_6.,False,0.99,0.99,1.0,1.0,0.9929450600848173,1.0,0.46098741347348504,0.28495968266490496,quit.context4.position_6.,False,True,0.19225409554931383,0.0,1.0854751140705141,0.33670182132458015,0.6,1.0
96,Pure HF,10000,HF,context1,154.001,study,1,bitch,position_1,2,1,,bitch.context1.position_1.,False,0.3999999906644665,1.0,1.0,1.0,0.99,1.0,0.0,0.0,bitch.context1.position_1.,True,True,1.1070776838617808,0.7344920057988116,3.6137890624999995,0.07195740569505976,,
97,Pure HF,1000,HF,context1,155.001,study,2,certain,position_2,2,2,,certain.context1.position_2.,False,0.39996078447769723,1.0,1.0,1.0,0.99,1.0,0.0,0.0,certain.context1.position_2.,True,True,0.9533374544487679,0.6545184599389228,2.943891554419469,0.07195740569505976,,
98,Pure HF,1000,HF,context1,156.001,study,3,kiss,position_3,2,3,,kiss.context1.position_3.,False,0.39999890574622654,1.0,1.0,1.0,0.99,1.0,0.0,0.0,kiss.context1.position_3.,True,True,0.8347861740183788,0.5855118923248621,2.427734275751951,0.07195740569505976,,
99,Pure HF,1000,HF,context1,157.001,study,4,putting,position_4,2,4,,putting.context1.position_4.,False,0.3997767990145647,1.0,1.0,1.0,0.99,1.0,0.0,0.0,putting.context1.position_4.,True,True,0.743774481131096,0.526156722253567,2.030128277514822,0.07195740569505976,,
100,Pure HF,1000,HF,context1,158.001,study,5,peace,position_5,2,5,,peace.context1.position_5.,False,0.3998103704095287,1.0,1.0,1.0,0.99,1.0,0.0,0.0,peace.context1.position_5.,True,True,0.6733359403666901,0.4754124022216909,1.7235339721649763,0.07195740569505976,,
101,Pure HF,1000,HF,context1,159.001,study,6,does,position_6,2,6,,does.context1.position_6.,False,0.4,1.0,1.0,1.0,0.99,1.0,0.0,0.0,does.context1.position_6.,True,True,0.6188990532202923,0.4323292370464775,1.4873782075795363,0.07195740569505976,,
102,Pure HF,500,HF,context1,159.501,test,1,nan,position_1,2,7,,nan.context1.position_1.,False,0.99,0.99,1.0,1.0,0.9954196620474972,1.0,1.2658514681416468,0.524399983195433,bitch.context1.position_1.,False,True,0.19252989004668405,0.0,1.0870692422498691,0.9183583529076889,0.92,1.0
103,Pure HF,500,HF,context1,160.001,test,2,nan,position_2,2,8,,nan.context1.position_2.,False,0.99,0.99,1.0,1.0,0.9948996622585724,1.0,0.9731777627675828,0.474083319192203,certain.context1.position_2.,False,True,0.19714720773572592,0.0,1.11312944009381,0.7684971688332902,0.81,1.0
104,Pure HF,500,HF,context1,160.501,test,3,nan,position_3,2,9,,nan.context1.position_3.,False,0.99,0.99,1.0,1.0,0.9944522549651247,1.0,0.8099092430466202,0.43079478405450267,kiss.context1.position_3.,False,True,0.20094625605790023,0.0,1.1345723202487092,0.6426715713431508,0.69,1.0
105,Pure HF,500,HF,context1,161.001,test,4,nan,position_4,2,10,,nan.context1.position_4.,False,0.99,0.99,1.0,1.0,0.9940702497983814,1.0,0.6955917926521717,0.39382249803037694,putting.context1.position_4.,False,True,0.2040718814062152,0.0,1.152216152081434,0.5428967162416821,0.56,1.0
106,Pure HF,500,HF,context1,161.501,test,5,nan,position_5,2,11,,nan.context1.position_5.,False,0.99,0.99,1.0,1.0,0.993748099746527,1.0,0.6098033104247947,0.3626538184809897,peace.context1.position_5.,False,True,0.2066433304354193,0.0,1.1667343585658438,0.46581841057590795,0.45,1.0
107,Pure HF,500,HF,context1,162.001,test,6,nan,position_6,2,12,,nan.context1.position_6.,False,0.99,0.99,1.0,1.0,0.9934813953480666,1.0,0.5449409661484274,0.33685562825826326,does.context1.position_6.,False,True,0.20875877553764147,0.0,1.1786811160210495,0.408229894028578,0.67,1.0
108,Pure LF,10000,LF,context2,172.001,study,1,graphologists,position_1,2,1,,graphologists.context2.position_1.,False,0.2003996002665334,1.0,1.0,1.0,0.99,1.0,0.0,0.0,graphologists.context2.position_1.,True,True,1.4433961438631808,0.683445815752885,3.6137890624999995,0.07195740569505976,,
109,Pure LF,1000,LF,context2,173.001,study,2,grimy,position_2,2,2,,grimy.context2.position_2.,False,0.20994426589351461,1.0,1.0,1.0,0.99,1.0,0.0,0.0,grimy.context2.position_2.,True,True,1.1559675028324379,0.5589323201176095,2.607573094418069,0.07195740569505976,,
110,Pure LF,1000,LF,context2,174.001,study,3,exhuming,position_3,2,3,,exhuming.context2.position_3.,False,0.2019900332501664,1.0,1.0,1.0,0.99,1.0,0.0,0.0,exhuming.context2.position_3.,True,True,0.9748249178276756,0.4435051869555142,1.888785767366881,0.07195740569505976,,
111,Pure LF,1000,LF,context2,175.001,study,4,audibly,position_4,2,4,,audibly.context2.position_4.,False,0.20119640718921294,1.0,1.0,1.0,0.99,1.0,0.0,0.0,audibly.context2.position_4.,True,True,0.8307601393108228,0.33465365698880006,1.3511410253204557,0.07195740569505976,,
112,Pure LF,1000,LF,context2,176.001,study,5,believes,position_5,2,5,,believes.context2.position_5.,False,0.36471995994273204,1.0,1.0,1.0,0.99,1.0,0.0,0.0,believes.context2.position_5.,True,True,0.5343576809974981,0.3017932147854227,0.9575610617908829,0.07195740569505976,,
113,Pure LF,1000,LF,context2,177.001,study,6,allegiance,position_6,2,6,,allegiance.context2.position_6.,False,0.2536036943543375,1.0,1.0,1.0,0.99,1.0,0.0,0.0,allegiance.context2.position_6.,True,True,0.6355191040802901,0.21998613522719568,0.8603835565746347,0.07195740569505976,,
114,Pure LF,500,LF,context2,177.501,test,1,nan,position_1,2,7,,nan.context2.position_1.,False,0.99,0.99,1.0,1.0,0.9951817759645248,1.0,1.1778765220530256,0.4879549014369705,graphologists.context2.position_1.,False,True,0.07854517240304046,0.0,0.4434545403849696,0.8840856876753761,0.83,1.0
115,Pure LF,500,LF,context2,178.001,test,2,nan,position_2,2,8,,nan.context2.position_2.,False,0.99,0.99,1.0,1.0,0.9942927335180272,1.0,0.8310544898631401,0.40484800008525695,grimy.context2.position_2.,False,True,0.10335104217333906,0.0,0.5834994558725541,0.6603095126498431,0.65,1.0
116,Pure LF,500,LF,context2,178.501,test,3,nan,position_3,2,9,,nan.context2.position_3.,False,0.99,0.99,1.0,1.0,0.9934643535048354,1.0,0.6134784877351293,0.32631228117830624,exhuming.context2.position_3.,False,True,0.12376362087170019,0.0,0.6987385015898401,0.4691147827620322,0.48,1.0
117,Pure LF,500,LF,context2,179.001,test,4,nan,position_4,2,10,,nan.context2.position_4.,False,0.99,0.99,1.0,1.0,0.9926596512596515,1.0,0.4424201522797636,0.2504845678030044,audibly.context2.position_4.,False,True,0.14056082628235111,0.0,0.7935649686087649,0.3215513968616117,0.35,1.0
118,Pure LF,500,LF,context2,179.501,test,5,nan,position_5,2,11,,nan.context2.position_5.,False,0.99,0.99,1.0,1.0,0.9923891218877886,1.0,0.38710496524672955,0.2302137285904265,believes.context2.position_5.,False,True,0.15437961198682848,0.0,0.8715942302170387,0.2782179013745459,0.27,1.0
119,Pure LF,500,LF,context2,180.001,test,6,nan,position_6,2,12,,nan.context2.position_6.,False,0.99,0.99,1.0,1.0,0.9918054492209526,1.0,0.27728741615751273,0.17140540458543582,allegiance.context2.position_6.,False,True,0.16575239958783614,0.0,0.9358047061208352,0.20161463487341452,0.45,1.0
120,Mixed HHHLLL,10000,HF,context3,190.001,study,1,pain,position_1,2,1,,pain.context3.position_1.,False,0.39998884293816866,1.0,1.0,1.0,0.99,1.0,0.0,0.0,pain.context3.position_1.,True,True,1.1070943333216046,0.7344895665639736,3.6137890624999995,0.07195740569505976,,
121,Mixed HHHLLL,1000,HF,context3,191.001,study,2,partner,position_2,2,2,,partner.context3.position_2.,False,0.3998917901231487,1.0,1.0,1.0,0.99,1.0,0.0,0.0,partner.context3.position_2.,True,True,0.9534286027121774,0.6545007370960595,2.943874904959645,0.07195740569505976,,
122,Mixed HHHLLL,1000,HF,context3,192.001,study,3,stuff,position_3,2,3,,stuff.context3.position_3.,False,0.39999999999999064,1.0,1.0,1.0,0.99,1.0,0.0,0.0,stuff.context3.position_3.,True,True,0.8347600186396121,0.5854968877003973,2.4276264780287176,0.07195740569505976,,
123,Mixed HHHLLL,1000,LF,context3,193.001,study,4,gathers,position_4,2,4,,gathers.context3.position_4.,False,0.21407983399484146,1.0,1.0,1.0,0.99,1.0,0.0,0.0,gathers.context3.position_4.,True,True,0.9950323356698428,0.47196314022385655,2.0300466351703554,0.07195740569505976,,
124,Mixed HHHLLL,1000,LF,context3,194.001,study,5,overstuffed,position_5,2,5,,overstuffed.context3.position_5.,False,0.20317453598894297,1.0,1.0,1.0,0.99,1.0,0.0,0.0,overstuffed.context3.position_5.,True,True,0.8607684786628871,0.3627495289475468,1.4721944752817628,0.07195740569505976,,
125,Mixed HHHLLL,1000,LF,context3,195.001,study,6,terracotta,position_6,2,6,,terracotta.context3.position_6.,False,0.2019900332501664,1.0,1.0,1.0,0.99,1.0,0.0,0.0,terracotta.context3.position_6.,True,True,0.7480427168724075,0.2543331643244748,1.0486061724001257,0.07195740569505976,,
126,Mixed HHHLLL,500,HF,context3,195.501,test,1,nan,position_1,2,7,,nan.context3.position_1.,False,0.99,0.99,1.0,1.0,0.9954196509061375,1.0,1.265847264271521,0.5243982416724512,pain.context3.position_1.,False,True,0.09195060451526092,0.0,0.5191535434183432,0.9183569213082077,0.92,1.0
127,Mixed HHHLLL,500,HF,context3,196.001,test,2,nan,position_2,2,8,,nan.context3.position_2.,False,0.99,0.99,1.0,1.0,0.9948995679593685,1.0,0.973151411369382,0.47407048211474156,partner.context3.position_2.,False,True,0.11438042187774249,0.0,0.6457930267937073,0.7684790529284944,0.81,1.0
128,Mixed HHHLLL,500,HF,context3,196.501,test,3,nan,position_3,2,9,,nan.context3.position_3.,False,0.99,0.99,1.0,1.0,0.9944521403164467,1.0,0.8098884879019309,0.4307837442890583,stuff.context3.position_3.,False,True,0.13283746807451818,0.0,0.7500026928065899,0.6426541006585035,0.68,1.0
129,Mixed HHHLLL,500,LF,context3,197.001,test,4,nan,position_4,2,10,,nan.context3.position_4.,False,0.99,0.99,1.0,1.0,0.9937432927725347,1.0,0.6239465788215253,0.3532592001583235,gathers.context3.position_4.,False,True,0.1480268771070587,0.0,0.8357553126226969,0.47851476352219113,0.45,1.0
130,Mixed HHHLLL,500,LF,context3,197.501,test,5,nan,position_5,2,11,,nan.context3.position_5.,False,0.99,0.99,1.0,1.0,0.9929372135139916,1.0,0.4652925808698146,0.2767123895174774,overstuffed.context3.position_5.,False,True,0.1605264693558758,0.0,0.9063185234062632,0.34025407027903426,0.34,1.0
131,Mixed HHHLLL,500,LF,context3,198.001,test,6,nan,position_6,2,12,,nan.context3.position_6.,False,0.99,0.99,1.0,1.0,0.9921038800631808,1.0,0.32058104891866523,0.19816739307460424,terracotta.context3.position_6.,False,True,0.17081206241411262,0.0,0.9643821419410123,0.23019434271232792,0.54,1.0
132,Mixed LLLHHH,10000,LF,context4,208.001,study,1,rind,position_1,2,1,,rind.context4.position_1.,False,0.20532775169513265,1.0,1.0,1.0,0.99,1.0,0.0,0.0,rind.context4.position_1.,True,True,1.4342483102543393,0.6848846046856231,3.6137890624999995,0.07195740569505976,,
133,Mixed LLLHHH,1000,LF,context4,209.001,study,2,indies,position_2,2,2,,indies.context4.position_2.,False,0.2007984021312017,1.0,1.0,1.0,0.99,1.0,0.0,0.0,indies.context4.position_2.,True,True,1.1732481485043897,0.5573643748025213,2.6167209280269104,0.07195740569505976,,
134,Mixed LLLHHH,1000,LF,context4,210.001,study,3,boneyard,position_3,2,3,,boneyard.context4.position_3.,False,0.20610488538479482,1.0,1.0,1.0,0.99,1.0,0.0,0.0,boneyard.context4.position_3.,True,True,0.9666537914785012,0.44351448298090146,1.8806529553037707,0.07195740569505976,,
135,Mixed LLLHHH,1000,HF,context4,211.001,study,4,damn,position_4,2,4,,damn.context4.position_4.,False,0.3999999999999029,1.0,1.0,1.0,0.99,1.0,0.0,0.0,damn.context4.position_4.,True,True,0.5876306956454076,0.40537154687037785,1.3511793396065195,0.07195740569505976,,
136,Mixed LLLHHH,1000,HF,context4,212.001,study,5,idiot,position_5,2,5,,idiot.context4.position_5.,False,0.39973384665023864,1.0,1.0,1.0,0.99,1.0,0.0,0.0,idiot.context4.position_5.,True,True,0.5533756986367764,0.3732549107043765,1.2007288197423618,0.07195740569505976,,
137,Mixed LLLHHH,1000,HF,context4,213.001,study,6,lives,position_6,2,6,,lives.context4.position_6.,False,0.39999982845803606,1.0,1.0,1.0,0.99,1.0,0.0,0.0,lives.context4.position_6.,True,True,0.5264146270109674,0.34657575847734656,1.0845332968868355,0.07195740569505976,,
138,Mixed LLLHHH,500,LF,context4,213.501,test,1,nan,position_1,2,7,,nan.context4.position_1.,False,0.99,0.99,1.0,1.0,0.9951886153937473,1.0,1.1803561856415647,0.48898214323973055,rind.context4.position_1.,False,True,0.1375653991610556,0.0,0.7767087577664931,0.8851738917918583,0.83,1.0
139,Mixed LLLHHH,500,LF,context4,214.001,test,2,nan,position_2,2,8,,nan.context4.position_2.,False,0.99,0.99,1.0,1.0,0.9942868992687895,1.0,0.8287231736249062,0.4037122999258478,indies.context4.position_2.,False,True,0.15191906213228998,0.0,0.8577334464960624,0.6583811713441172,0.66,1.0
140,Mixed LLLHHH,500,LF,context4,214.501,test,3,nan,position_3,2,9,,nan.context4.position_3.,False,0.99,0.99,1.0,1.0,0.9934621633416727,1.0,0.6134913464609442,0.3263191207989899,boneyard.context4.position_3.,False,True,0.16373035508585182,0.0,0.9244044722543974,0.4691263199732796,0.52,1.0
141,Mixed LLLHHH,500,HF,context4,215.001,test,4,nan,position_4,2,10,,nan.context4.position_4.,False,0.99,0.99,1.0,1.0,0.9931357988610579,1.0,0.5359108969852915,0.3034161276799081,damn.context4.position_4.,False,True,0.17344653312964728,0.0,0.9792642050591707,0.40033868655477267,0.41,1.0
142,Mixed LLLHHH,500,HF,context4,215.501,test,5,nan,position_5,2,11,,nan.context4.position_5.,False,0.99,0.99,1.0,1.0,0.9929427267476337,1.0,0.4787676533387985,0.28472609885890565,idiot.context4.position_5.,False,True,0.18144083367893704,0.0,1.0244077598201484,0.35146322883623526,0.34,1.0
143,Mixed LLLHHH,500,HF,context4,216.001,test,6,nan,position_6,2,12,,nan.context4.position_6.,False,0.99,0.99,1.0,1.0,0.992790852788606,1.0,0.4368506973030961,0.27003955517452066,lives.context4.position_6.,False,True,0.18801882857263666,0.0,1.0615570140318364,0.317062690060572,0.6,1.0
144,Pure HF,10000,HF,context1,226.001,study,1,driving,position_1,3,1,,driving.context1.position_1.,False,0.3998792076874638,1.0,1.0,1.0,0.99,1.0,0.0,0.0,driving.context1.position_1.,True,True,1.1072580905213671,0.7344655748274215,3.6137890624999995,0.07195740569505976,,
145,Pure HF,1000,HF,context1,227.001,study,2,protect,position_2,3,2,,protect.context1.position_2.,False,0.39982212649607896,1.0,1.0,1.0,0.99,1.0,0.0,0.0,protect.context1.position_2.,True,True,0.9534869034974898,0.6544642274026071,2.9437111477598825,0.07195740569505976,,
146,Pure HF,1000,HF,context1,228.001,study,3,white,position_3,3,3,,white.context1.position_3.,False,0.3999999928377232,1.0,1.0,1.0,0.99,1.0,0.0,0.0,white.context1.position_3.,True,True,0.8347090480694459,0.5854654431815187,2.4274044200436427,0.07195740569505976,,
147,Pure HF,1000,HF,context1,229.001,study,4,wondering,position_4,3,4,,wondering.context1.position_4.,False,0.39964537083228024,1.0,1.0,1.0,0.99,1.0,0.0,0.0,wondering.context1.position_4.,True,True,0.7438763959112795,0.5260841872045042,2.029875547755447,0.07195740569505976,,
148,Pure HF,1000,HF,context1,230.001,study,5,especially,position_5,3,5,,especially.context1.position_5.,False,0.3997591744902003,1.0,1.0,1.0,0.99,1.0,0.0,0.0,especially.context1.position_5.,True,True,0.6733140614183684,0.47533707670298886,1.7231793276254175,0.07195740569505976,,
149,Pure HF,1000,HF,context1,231.001,study,6,teach,position_6,3,6,,teach.context1.position_6.,False,0.3998627131344843,1.0,1.0,1.0,0.99,1.0,0.0,0.0,teach.context1.position_6.,True,True,0.6189766503408822,0.4322270856250705,1.487045441988299,0.07195740569505976,,
150,Pure HF,500,HF,context1,231.501,test,1,nan,position_1,3,7,,nan.context1.position_1.,False,0.99,0.99,1.0,1.0,0.9954195413212517,1.0,1.265805915999929,0.5243811124645831,driving.context1.position_1.,False,True,0.1924572144088743,0.0,1.0866588795380419,0.9183428394259576,0.92,1.0
151,Pure HF,500,HF,context1,232.001,test,2,nan,position_2,3,8,,nan.context1.position_2.,False,0.99,0.99,1.0,1.0,0.9948993333969229,1.0,0.9730971265417292,0.4740440372736653,protect.context1.position_2.,False,True,0.19708740405488195,0.0,1.1127917530197926,0.7684417310225189,0.81,1.0
152,Pure HF,500,HF,context1,232.501,test,3,nan,position_3,3,9,,nan.context1.position_3.,False,0.99,0.99,1.0,1.0,0.9944519012147636,1.0,0.8098449922755964,0.43076060874749617,white.context1.position_3.,False,True,0.2008970437782454,0.0,1.1342944368555357,0.6426174871579574,0.69,1.0
153,Pure HF,500,HF,context1,233.001,test,4,nan,position_4,3,10,,nan.context1.position_4.,False,0.99,0.99,1.0,1.0,0.9940697494212837,1.0,0.6954958995794925,0.3937682063469137,wondering.context1.position_4.,False,True,0.20403138543945623,0.0,1.1519874809679154,0.5428109179893855,0.56,1.0
154,Pure HF,500,HF,context1,233.501,test,5,nan,position_5,3,11,,nan.context1.position_5.,False,0.99,0.99,1.0,1.0,0.9937475276726084,1.0,0.6097066916776831,0.36259635871162166,especially.context1.position_5.,False,True,0.20661000663977064,0.0,1.1665461834190842,0.46573178107450286,0.45,1.0
155,Pure HF,500,HF,context1,234.001,test,6,nan,position_6,3,12,,nan.context1.position_6.,False,0.99,0.99,1.0,1.0,0.9934806269995032,1.0,0.5448122066533369,0.336776035488941,teach.context1.position_6.,False,True,0.20873135423448116,0.0,1.1785262646699386,0.4081171033424628,0.67,1.0
156,Pure LF,10000,LF,context2,244.001,study,1,gt,position_1,3,1,,gt.context2.position_1.,False,0.20571670710667905,1.0,1.0,1.0,0.99,1.0,0.0,0.0,gt.context2.position_1.,True,True,1.433527960142916,0.6849977743850778,3.6137890624999995,0.07195740569505976,,
157,Pure LF,1000,LF,context2,245.001,study,2,charities,position_2,3,2,,charities.context2.position_2.,False,0.22154840882351834,1.0,1.0,1.0,0.99,1.0,0.0,0.0,charities.context2.position_2.,True,True,1.1399559358233986,0.5638927327966786,2.6174412781383336,0.07195740569505976,,
158,Pure LF,1000,LF,context2,246.001,study,3,serotonin,position_3,3,3,,serotonin.context2.position_3.,False,0.20610488538479482,1.0,1.0,1.0,0.99,1.0,0.0,0.0,serotonin.context2.position_3.,True,True,0.9758020303837447,0.44950666126893285,1.914665518096185,0.07195740569505976,,
159,Pure LF,1000,LF,context2,247.001,study,4,storeroom,position_4,3,4,,storeroom.context2.position_4.,False,0.23008176231708197,1.0,1.0,1.0,0.99,1.0,0.0,0.0,storeroom.context2.position_4.,True,True,0.7992408988480953,0.35232914810741295,1.3760436634936903,0.07195740569505976,,
160,Pure LF,1000,LF,context2,248.001,study,5,liturgy,position_5,3,5,,liturgy.context2.position_5.,False,0.2003996002665334,1.0,1.0,1.0,0.99,1.0,0.0,0.0,liturgy.context2.position_5.,True,True,0.7406909124019059,0.24252046307001035,1.013982940426845,0.07195740569505976,,
161,Pure LF,1000,LF,context2,249.001,study,6,blubbed,position_6,3,6,,blubbed.context2.position_6.,False,0.2007984021312017,1.0,1.0,1.0,0.99,1.0,0.0,0.0,blubbed.context2.position_6.,True,True,0.6581826473212479,0.10608216784594728,0.7104722038061891,0.07195740569505976,,
162,Pure LF,500,LF,context2,249.501,test,1,nan,position_1,3,7,,nan.context2.position_1.,False,0.99,0.99,1.0,1.0,0.9951891530144149,1.0,1.1805512266073928,0.4890629421974098,gt.context2.position_1.,False,True,0.04798164032159977,0.0,0.2708796443755663,0.8852591764742324,0.83,1.0
163,Pure LF,500,LF,context2,250.001,test,2,nan,position_2,3,8,,nan.context2.position_2.,False,0.99,0.99,1.0,1.0,0.9943230042463423,1.0,0.8384299324348758,0.40844094520658414,charities.context2.position_2.,False,True,0.07820008368891845,0.0,0.4414880919445915,0.666382304694465,0.65,1.0
164,Pure LF,500,LF,context2,250.501,test,3,nan,position_3,3,9,,nan.context2.position_3.,False,0.99,0.99,1.0,1.0,0.9935089394917234,1.0,0.6217800262385484,0.33072791109931793,serotonin.context2.position_3.,False,True,0.10306673474841692,0.0,0.581878096146298,0.476568120133606,0.48,1.0
165,Pure LF,500,LF,context2,251.001,test,4,nan,position_4,3,10,,nan.context2.position_4.,False,0.99,0.99,1.0,1.0,0.992787545013836,1.0,0.4657875750137038,0.26371447777437446,storeroom.context2.position_4.,False,True,0.12352882102439561,0.0,0.6974014492885061,0.340663413920404,0.35,1.0
166,Pure LF,500,LF,context2,251.501,test,5,nan,position_5,3,11,,nan.context2.position_5.,False,0.99,0.99,1.0,1.0,0.9919645771287403,1.0,0.3110768262138933,0.18499932181219042,liturgy.context2.position_5.,False,True,0.14036724817489055,0.0,0.7924627161547355,0.22373298951614934,0.27,1.0
167,Pure LF,500,LF,context2,252.001,test,6,nan,position_6,3,12,,nan.context2.position_6.,False,0.99,0.99,1.0,1.0,0.9908776935064694,1.0,0.13371410971882858,0.0826554677191621,blubbed.context2.position_6.,False,True,0.15422456806400064,0.0,0.87068555587047,0.12307787285500343,0.45,1.0
168,Mixed HHHLLL,10000,HF,context3,262.001,study,1,plan,position_1,3,1,,plan.context3.position_1.,False,0.39999990623159887,1.0,1.0,1.0,0.99,1.0,0.0,0.0,plan.context3.position_1.,True,True,1.1070778099638061,0.7344919873242214,3.6137890624999995,0.07195740569505976,,
169,Mixed HHHLLL,1000,HF,context3,263.001,study,2,taking,position_2,3,2,,taking.context3.position_2.,False,0.39999999999278196,1.0000000000000002,1.0,1.0,0.99,1.0,0.0,0.0,taking.context3.position_2.,True,True,0.9532834491986137,0.6545273179394231,2.9438914283174435,0.07195740569505976,,
170,Mixed HHHLLL,1000,HF,context3,264.001,study,3,kick,position_3,3,3,,kick.context3.position_3.,False,0.399870319641032,1.0,1.0,1.0,0.99,1.0,0.0,0.0,kick.context3.position_3.,True,True,0.8349639335890349,0.5854891248314367,2.42778815490008,0.07195740569505976,,
171,Mixed HHHLLL,1000,LF,context3,265.001,study,4,balsa,position_4,3,4,,balsa.context3.position_4.,False,0.2023856574276139,1.0,1.0,1.0,0.99,1.0,0.0,0.0,balsa.context3.position_4.,True,True,1.012353711713829,0.46798752007787237,2.030004397092295,0.07195740569505976,,
172,Mixed HHHLLL,1000,LF,context3,266.001,study,5,snoot,position_5,3,5,,snoot.context3.position_5.,False,0.20396026533864897,1.0,1.0,1.0,0.99,1.0,0.0,0.0,snoot.context3.position_5.,True,True,0.8550226134004435,0.35928668582182943,1.4548308611597158,0.07195740569505976,,
173,Mixed HHHLLL,1000,LF,context3,267.001,study,6,cresyl,position_6,3,6,,cresyl.context3.position_6.,False,0.2003996002665334,1.0,1.0,1.0,0.99,1.0,0.0,0.0,cresyl.context3.position_6.,True,True,0.7469090965961117,0.24985802146504274,1.0369884235405222,0.07195740569505976,,
174,Mixed HHHLLL,500,HF,context3,267.501,test,1,nan,position_1,3,7,,nan.context3.position_1.,False,0.99,0.99,1.0,1.0,0.9954196619631134,1.0,1.2658514363018352,0.5243999700052625,plan.context3.position_1.,False,True,0.09009383916688131,0.0,0.5086694148350355,0.918358342064928,0.92,1.0
175,Mixed HHHLLL,500,HF,context3,268.001,test,2,nan,position_2,3,8,,nan.context3.position_2.,False,0.99,0.99,1.0,1.0,0.9948997067598706,1.0,0.9731909333802349,0.4740897352530716,taking.context3.position_2.,False,True,0.11285248736089983,0.0,0.6371656635587792,0.7685062229926788,0.81,1.0
176,Mixed HHHLLL,500,HF,context3,268.501,test,3,nan,position_3,3,9,,nan.context3.position_3.,False,0.99,0.99,1.0,1.0,0.9944521468235075,1.0,0.8098777499145284,0.43077803269976117,kick.context3.position_3.,False,True,0.13158013138530242,0.0,0.7429032640885045,0.642645061818711,0.68,1.0
177,Mixed HHHLLL,500,LF,context3,269.001,test,4,nan,position_4,3,10,,nan.context3.position_4.,False,0.99,0.99,1.0,1.0,0.993718613929631,1.0,0.6186907137393407,0.3502834923684364,balsa.context3.position_4.,False,True,0.146992341000142,0.0,0.8299132205938271,0.4737933569638824,0.45,1.0
178,Mixed HHHLLL,500,LF,context3,269.501,test,5,nan,position_5,3,11,,nan.context3.position_5.,False,0.99,0.99,1.0,1.0,0.9929088113849689,1.0,0.46085085155927064,0.27407086549228704,snoot.context3.position_5.,False,True,0.159675172708211,0.0,0.90151096748431,0.33658937831865954,0.34,1.0
179,Mixed HHHLLL,500,LF,context3,270.001,test,6,nan,position_6,3,12,,nan.context3.position_6.,False,0.99,0.99,1.0,1.0,0.9920673854032893,1.0,0.3149402352412665,0.1946805202696142,cresyl.context3.position_6.,False,True,0.17011157492171106,0.0,0.960425882666724,0.2263469709588229,0.54,1.0
180,Mixed LLLHHH,10000,LF,context4,280.001,study,1,accoutred,position_1,3,1,,accoutred.context4.position_1.,False,0.2007984021312017,1.0,1.0,1.0,0.99,1.0,0.0,0.0,accoutred.context4.position_1.,True,True,1.4426544394416148,0.683562585273868,3.6137890624999995,0.07195740569505976,,
181,Mixed LLLHHH,1000,LF,context4,281.001,study,2,infringing,position_2,3,2,,infringing.context4.position_2.,False,0.20159361703258788,1.0,1.0,1.0,0.99,1.0,0.0,0.0,infringing.context4.position_2.,True,True,1.1696847720817865,0.5564286295635608,2.608314798839635,0.07195740569505976,,
182,Mixed LLLHHH,1000,LF,context4,282.001,study,3,noon,position_3,3,3,,noon.context4.position_3.,False,0.36733456887614485,1.0,1.0,1.0,0.99,1.0,0.0,0.0,noon.context4.position_3.,True,True,0.7477542670737429,0.4927200380091886,1.8758102025390984,0.07195740569505976,,
183,Mixed LLLHHH,1000,HF,context4,283.001,study,4,change,position_4,3,4,,change.context4.position_4.,False,0.39999999999270947,1.0,1.0,1.0,0.99,1.0,0.0,0.0,change.context4.position_4.,True,True,0.6367735686935834,0.4470098579993356,1.5652361112466053,0.07195740569505976,,
184,Mixed LLLHHH,1000,HF,context4,284.001,study,5,totally,position_5,3,5,,totally.context4.position_5.,False,0.3999625100594298,1.0,1.0,1.0,0.99,1.0,0.0,0.0,totally.context4.position_5.,True,True,0.5909924324930912,0.4083078690005797,1.3656427183342719,0.07195740569505976,,
185,Mixed LLLHHH,1000,HF,context4,285.001,study,6,pay,position_6,3,6,,pay.context4.position_6.,False,0.3999999999982483,1.0,1.0,1.0,0.99,1.0,0.0,0.0,pay.context4.position_6.,True,True,0.5556391629029915,0.3757942586484032,1.2118304616224307,0.07195740569505976,,
